DISTRICT,YEAR,avg_temp,avg_max_temp,temp_range_stddev,avg_humidity,avg_wind,annual_precip,precip_zscore,avg_temp_lag1,annual_precip_lag1,precip_zscore_lag1,temp_range_stddev_lag1,heatwave_days_lag1,predicted_heatwave_days
arghakhanchi,2020,22.434664777848766,27.83132394311422,3.7603070114185138,59.815900169072464,2.547775947762938,1620.9427375410569,1.1502806015296714,22.33967123287671,1621.05,1.240244206133073,3.639443568484479,63.0,46.9749546513161
arghakhanchi,2021,22.515626604368236,27.84795908370026,3.8963166661733895,59.71895365085558,2.6097424650858323,1621.02046396759,1.081949748741292,22.434664777848766,1620.9427375410569,1.1502806015296714,3.7603070114185138,21.171477079796265,39.3413158677966
arghakhanchi,2022,22.475882835138172,27.929260161008177,3.9023648977022702,59.69998691220619,2.5143847768587793,1620.8531334724637,0.9708319265854192,22.515626604368236,1621.02046396759,1.081949748741292,3.8963166661733895,21.171477079796265,38.16248900750707
arghakhanchi,2023,22.39955081648976,27.933573559908616,3.9670549580678194,59.75931267949264,2.510728334875816,1620.8138448828356,0.9897853534049565,22.475882835138172,1620.8531334724637,0.9708319265854192,3.9023648977022702,21.171477079796265,38.16248900750707
arghakhanchi,2024,22.351102383441688,28.004434451523903,4.039038015007442,59.73608948189252,2.40947163401247,1620.7384350773136,1.1228779067492334,22.39955081648976,1620.8138448828356,0.9897853534049565,3.9670549580678194,21.171477079796265,40.315745681689314
arghakhanchi,2025,22.40245893468425,28.04997165582445,4.110755328762692,59.81630028384991,2.4332169073666527,1620.7557369394117,1.0132108702967997,22.351102383441688,1620.7384350773136,1.1228779067492334,4.039038015007442,21.171477079796265,41.16041739873558
arghakhanchi,2026,22.24979834317408,28.078895290576124,3.9155355376107073,59.97061090264384,2.572730801738415,1620.7737293204593,1.0464041003367714,22.40245893468425,1620.7557369394117,1.0132108702967997,4.110755328762692,21.171477079796265,38.286898885790485
arghakhanchi,2027,22.208246010128807,28.118400171805554,3.8811056757499687,59.98296989276159,2.6433040657244318,1620.8200487622773,1.1353742630940646,22.24979834317408,1620.7737293204593,1.0464041003367714,3.9155355376107073,21.171477079796265,40.183397426502864
arghakhanchi,2028,22.36989383041772,28.176526806719632,3.9287587936004247,59.83295231603395,2.6148948722015666,1620.9549017832805,1.2151556077795744,22.208246010128807,1620.8200487622773,1.1353742630940646,3.8811056757499687,21.171477079796265,40.183397426502864
arghakhanchi,2029,22.44692268755062,28.134853022546714,3.975146583030982,59.86917179904708,2.5051658667465246,1621.104264741752,1.348683827042031,22.36989383041772,1620.9549017832805,1.2151556077795744,3.9287587936004247,21.171477079796265,40.183397426502864
