DISTRICT,YEAR,avg_temp,avg_max_temp,temp_range_stddev,avg_humidity,avg_wind,annual_precip,avg_temp_lag1,annual_precip_lag1,temp_range_stddev_lag1,predicted_avg_temp
arghakhanchi,2020,22.325043774379065,27.75559517523467,3.815507081033174,59.83703126550336,2.472165798534892,1621.0876099562136,22.33967123287671,1621.05,3.639443568484479,22.317078427808845
arghakhanchi,2021,22.27519853237397,27.70363202135123,3.7569066646047236,59.875811396621124,2.45574878770337,1620.9747810196488,22.325043774379065,1621.0876099562136,3.815507081033174,22.317078427808845
arghakhanchi,2022,22.321632389995354,27.70551770387846,3.733683263319455,59.824784104438606,2.7484277440656966,1620.807809584356,22.27519853237397,1620.9747810196488,3.7569066646047236,22.335056379272533
arghakhanchi,2023,22.331976918247427,27.562253611464236,3.7026762241121567,59.834126185831,2.6408499348596033,1620.8050354688098,22.321632389995354,1620.807809584356,3.733683263319455,22.333776039517222
arghakhanchi,2024,22.315747056967837,27.5288353661332,3.481151410471649,59.88653475227478,2.756452634285793,1620.6891934052155,22.331976918247427,1620.8050354688098,3.7026762241121567,22.3344493847779
arghakhanchi,2025,22.41084829967702,27.559898633582723,3.5479151484270965,59.96967159606389,2.9728283419658386,1620.6093799024527,22.315747056967837,1620.6891934052155,3.481151410471649,22.43007226242412
arghakhanchi,2026,22.430614803930695,27.662772296962483,3.6540443217112184,59.8632031450812,2.9798086610186347,1620.6604593900718,22.41084829967702,1620.6093799024527,3.5479151484270965,22.442613583763396
arghakhanchi,2027,22.449279105593114,27.610441755775838,3.5834406555912,59.79336313103612,2.913075051935618,1620.829512916378,22.430614803930695,1620.6604593900718,3.6540443217112184,22.450751526579126
arghakhanchi,2028,22.518942656417487,27.75191750495828,3.5216471468657944,59.89979669728986,2.7526176172854915,1620.891535368817,22.449279105593114,1620.829512916378,3.5834406555912,22.45904257017387
arghakhanchi,2029,22.613576565924138,27.54055383489763,3.610105315875287,60.01558655946757,2.7401663616151484,1620.8004704439102,22.518942656417487,1620.891535368817,3.5216471468657944,22.631915789067467
arghakhanchi,2030,22.659268778863083,27.54557234107512,3.6256666074246016,59.89828884744615,2.7828463391669978,1620.7629923735979,22.613576565924138,1620.8004704439102,3.610105315875287,22.656441727993254
arghakhanchi,2031,22.624524259080843,27.61187296235986,3.4713625960780212,60.04111323869144,2.983767003281998,1620.9134205890045,22.659268778863083,1620.7629923735979,3.6256666074246016,22.651939818666676
arghakhanchi,2032,22.659394804328095,27.59263511320772,3.4102479528931675,59.90898783978403,3.1204336024721955,1621.002855739125,22.624524259080843,1620.9134205890045,3.4713625960780212,22.655834733498622
arghakhanchi,2033,22.697333928739408,27.65932144233212,3.6558967831709013,59.76727442298635,3.1648825918572414,1620.9660187405757,22.659394804328095,1621.002855739125,3.4102479528931675,22.739809024197672
arghakhanchi,2034,22.68975300425342,27.658394089320534,3.7656701825123027,59.693139603015695,3.2800683654644187,1620.869349187236,22.697333928739408,1620.9660187405757,3.6558967831709013,22.739809024197672
arghakhanchi,2035,22.772803576498376,27.504701588679588,3.7846014463371804,59.57386561661046,3.3717175278084692,1620.9894283968624,22.68975300425342,1620.869349187236,3.7656701825123027,22.753312140823216
arghakhanchi,2036,22.61920052101811,27.562836097844777,3.723356021797274,59.509230239358274,3.430426615594009,1621.0479426458899,22.772803576498376,1620.9894283968624,3.7846014463371804,22.63627407492104
arghakhanchi,2037,22.532735604016544,27.48472786272808,3.7050587865724416,59.545788067031076,3.291754109807016,1621.0873608880318,22.61920052101811,1621.0479426458899,3.723356021797274,22.46234147558405
arghakhanchi,2038,22.524572225929873,27.460349282509902,3.727220338101333,59.74336595152951,3.2058175988278697,1621.1685775731821,22.532735604016544,1621.0873608880318,3.7050587865724416,22.46234147558405
arghakhanchi,2039,22.53900214048634,27.25091400012457,3.606832493140906,59.8229440326695,3.0970750770298117,1621.1000486417631,22.524572225929873,1621.1685775731821,3.727220338101333,22.627667162245768
arghakhanchi,2040,22.544089829031186,27.40218450005151,3.6664449049805445,59.70887627909122,3.159586469386435,1621.004900991018,22.53900214048634,1621.1000486417631,3.606832493140906,22.627667162245768
arghakhanchi,2041,22.558396765895594,27.255006272947348,3.773284653749769,59.65904346212651,3.3489800817436643,1621.0399849652065,22.544089829031186,1621.004900991018,3.6664449049805445,22.627667162245768
arghakhanchi,2042,22.590368305555597,27.41240458826005,3.626488102728429,59.762640317720894,3.349634468902322,1620.996684099075,22.558396765895594,1621.0399849652065,3.773284653749769,22.631915789067467
arghakhanchi,2043,22.573507420126493,27.444692779208967,3.6130792208129603,59.843645359568065,3.1962638467427333,1620.8613665364664,22.590368305555597,1620.996684099075,3.626488102728429,22.631915789067467
arghakhanchi,2044,22.57498960332739,27.419449638834546,3.5582421134111892,59.97650230425671,3.2678482841668752,1620.743433727895,22.573507420126493,1620.8613665364664,3.6130792208129603,22.631915789067467
arghakhanchi,2045,22.637034342868564,27.299778212419817,3.4848263367489634,59.73684752121557,3.098903494884602,1620.7074244398161,22.57498960332739,1620.743433727895,3.5582421134111892,22.655834733498622
arghakhanchi,2046,22.477466336438756,27.233406205298312,3.39081206719813,59.683339480588764,3.238028647548668,1620.5782066849486,22.637034342868564,1620.7074244398161,3.4848263367489634,22.46173448108942
arghakhanchi,2047,22.552940823528743,27.4288447626484,3.5353664339593402,59.57691066203088,3.297523369529453,1620.606982317934,22.477466336438756,1620.5782066849486,3.39081206719813,22.627667162245768
arghakhanchi,2048,22.63793448935887,27.47713241553148,3.486942005806655,59.635965070656034,3.416192493587723,1620.6224281014056,22.552940823528743,1620.606982317934,3.5353664339593402,22.660193019352196
arghakhanchi,2049,22.596420697144993,27.52734511120714,3.474265240857353,59.49402111927146,3.2279036935668364,1620.6884746167304,22.63793448935887,1620.6224281014056,3.486942005806655,22.631308794572835
arghakhanchi,2050,22.877183754951762,27.454632233438552,3.474911170646434,59.42831647139643,3.0356508213805973,1620.7541369731455,22.596420697144993,1620.6884746167304,3.474265240857353,22.904332701813775
baglung,2020,13.200935137631124,18.223097649010594,3.031571900407761,69.78918130896294,2.05481197410573,1875.507487714185,13.266876712328768,1875.5,3.0694130281697403,13.197441776652363
