DISTRICT,YEAR,avg_temp,avg_max_temp,temp_range_stddev,avg_humidity,avg_wind,annual_precip,precip_zscore,avg_temp_lag1,annual_precip_lag1,precip_zscore_lag1,temp_range_stddev_lag1,heatwave_days_lag1,predicted_heatwave_days
arghakhanchi,2020,22.42612002190189,27.562042803573455,3.743789132655666,59.85409608115298,2.456425375005251,1621.0101280148651,1.3756362253088987,22.33967123287671,1621.05,1.240244206133073,3.639443568484479,63.0,44.22038679846845
arghakhanchi,2021,22.447138161952264,27.487072941061765,3.843734058778803,59.9417443798671,2.5016998920942872,1621.02029230551,1.546365708497867,22.42612002190189,1621.0101280148651,1.3756362253088987,3.743789132655666,21.171477079796265,35.14899532375239
arghakhanchi,2022,22.46560384851185,27.369950977219897,3.9693630007226828,59.995215322120984,2.4511844219083585,1620.9914525315876,1.5600847265456332,22.447138161952264,1621.02029230551,1.546365708497867,3.843734058778803,21.171477079796265,35.73985961378493
arghakhanchi,2023,22.574596215492903,27.41862753398982,3.9887094752748378,59.883486045585485,2.4560799442905883,1621.0830827305492,1.6285115419861722,22.46560384851185,1620.9914525315876,1.5600847265456332,3.9693630007226828,21.171477079796265,34.86115823999125
arghakhanchi,2024,22.445188133368866,27.250489795897906,3.976223233876058,60.06540211464697,2.443765597551828,1621.2646539402924,1.4737096557346303,22.574596215492903,1621.0830827305492,1.6285115419861722,3.9887094752748378,21.171477079796265,35.827812112632294
arghakhanchi,2025,22.604054820229283,27.25809049439854,3.8000849979986246,60.05548591450021,2.3885823051475863,1621.069334269127,1.5592697760088154,22.445188133368866,1621.2646539402924,1.4737096557346303,3.976223233876058,21.171477079796265,34.28866864303918
arghakhanchi,2026,22.54794915943433,27.209571812506784,3.9013479941147837,59.980709014671376,2.4831871663617213,1621.1079991010877,1.7208609002288862,22.604054820229283,1621.069334269127,1.5592697760088154,3.8000849979986246,21.171477079796265,36.506439512029914
arghakhanchi,2027,22.44024940737509,27.08774542184856,3.980496400978187,60.12288546700557,2.468843752973934,1621.040134460187,1.624464229887585,22.54794915943433,1621.1079991010877,1.7208609002288862,3.9013479941147837,21.171477079796265,32.39902240218209
arghakhanchi,2028,22.382329089544843,26.981004948633906,3.951475734094186,60.03941236605971,2.4837030405644867,1621.1780122707883,1.5432428757279824,22.44024940737509,1621.040134460187,1.624464229887585,3.980496400978187,21.171477079796265,31.90859204110857
arghakhanchi,2029,22.48982021753296,27.104607922315232,3.931995158729311,60.07524610476574,2.5537025554640205,1621.1173963624349,1.4537174885785973,22.382329089544843,1621.1780122707883,1.5432428757279824,3.951475734094186,21.171477079796265,30.76622256025509
arghakhanchi,2030,22.6044678274919,27.085410360080523,3.8208895380846615,60.03699515781091,2.522916115957547,1621.0522045416403,1.4045549458905005,22.48982021753296,1621.1173963624349,1.4537174885785973,3.931995158729311,21.171477079796265,31.256652921328616
arghakhanchi,2031,22.67984684099508,27.05071375158873,3.8132579249500558,59.9039777987915,2.372076475613344,1621.1141959153988,1.2891268866459868,22.6044678274919,1621.0522045416403,1.4045549458905005,3.8208895380846615,21.171477079796265,31.866157393127683
arghakhanchi,2032,22.53809062273262,26.94068313956883,3.8428211384412743,59.937043262759765,2.255872281020848,1621.2576203481722,1.2045391722428989,22.67984684099508,1621.1141959153988,1.2891268866459868,3.8132579249500558,21.171477079796265,29.54862038926651
arghakhanchi,2033,22.389709495431415,26.94531314978822,3.853988734149163,60.0376739718135,2.2799012109845034,1621.1800097092632,1.398412554048811,22.53809062273262,1621.2576203481722,1.2045391722428989,3.8428211384412743,21.171477079796265,30.137106520890676
arghakhanchi,2034,22.242908436700127,26.947500606331403,3.877076808213797,60.11198693422223,2.126236350863409,1621.2676859775559,1.3625045988124027,22.389709495431415,1621.1800097092632,1.398412554048811,3.853988734149163,21.171477079796265,28.875912621640325
arghakhanchi,2035,22.371909789872873,26.785348040716155,3.9531525570307338,60.05698834998577,2.1113709528345286,1621.299052505931,1.3973892521368911,22.242908436700127,1621.2676859775559,1.3625045988124027,3.877076808213797,21.171477079796265,28.630989640378402
arghakhanchi,2036,22.455376400006926,26.74373075232514,3.8709431527760514,60.109189975110105,2.1771123376482864,1621.2226424774622,1.4253280261676624,22.371909789872873,1621.299052505931,1.3973892521368911,3.9531525570307338,21.171477079796265,26.7158303277952
arghakhanchi,2037,22.565327745060554,26.60666793297313,3.937684191804329,60.069987871529335,2.1365527917224174,1620.9398474929728,1.219791146989159,22.455376400006926,1621.2226424774622,1.4253280261676624,3.8709431527760514,21.171477079796265,26.129962085973503
arghakhanchi,2038,22.590875439497445,26.521804186997695,3.870084794592112,60.155919474752174,2.1755069613256843,1620.843556855802,1.2309384389328422,22.565327745060554,1620.9398474929728,1.219791146989159,3.937684191804329,21.171477079796265,25.362425247365966
arghakhanchi,2039,22.623877488232818,26.643247669732744,3.8177927120690596,60.18165056762005,2.0493483861638793,1620.9384337577565,1.1471987954629976,22.590875439497445,1620.843556855802,1.2309384389328422,3.870084794592112,21.171477079796265,24.53782378505643
arghakhanchi,2040,22.669382466980952,26.56795075401621,4.058265486192508,60.186498438315574,2.15356574600744,1620.978253512011,1.259412855708409,22.623877488232818,1620.9384337577565,1.1471987954629976,3.8177927120690596,21.171477079796265,28.5663284016461
arghakhanchi,2041,22.714652285746684,26.545469513148504,3.9501045517412465,60.33800073498398,2.175957365994756,1620.9508182127156,0.9507460768120468,22.669382466980952,1620.978253512011,1.259412855708409,4.058265486192508,21.171477079796265,26.231059639496383
arghakhanchi,2042,22.630017369058784,26.587242677623614,4.052778476913335,60.261313605524315,2.0629039280911763,1620.9573224575593,0.800540101429414,22.714652285746684,1620.9508182127156,0.9507460768120468,3.9501045517412465,21.171477079796265,26.493639149477954
arghakhanchi,2043,22.6690184414291,26.662413483122112,3.9602391169796936,60.17457470104288,2.107009861961402,1621.0142051102714,0.7201875689203485,22.630017369058784,1620.9573224575593,0.800540101429414,4.052778476913335,21.171477079796265,25.27267971371289
arghakhanchi,2044,22.77818465898211,26.617291093185663,3.8156584735178454,60.11975029019104,1.9473720998638953,1620.970108688167,0.8699510349142907,22.6690184414291,1621.0142051102714,0.7201875689203485,3.9602391169796936,21.171477079796265,24.277536045440225
arghakhanchi,2045,22.58302784462442,26.646277927868464,3.9757734240510163,60.0071157149157,1.7552084530365797,1620.9393707154743,0.9105631621686265,22.77818465898211,1620.970108688167,0.8699510349142907,3.8156584735178454,21.171477079796265,25.24680601625101
arghakhanchi,2046,22.589606191317802,26.669100100543876,4.074440628523126,59.9894185085384,1.7956223243901681,1620.9104665990578,1.021294134556717,22.58302784462442,1620.9393707154743,0.9105631621686265,3.9757734240510163,21.171477079796265,26.413727575106275
arghakhanchi,2047,22.679160388206245,26.769888578393807,4.023677556648187,59.796253774555844,1.6953110609036126,1620.738263937605,1.1297693702704463,22.589606191317802,1620.9104665990578,1.021294134556717,4.074440628523126,21.171477079796265,26.655282976016533
arghakhanchi,2048,22.870162725447944,26.769006328405716,3.942852013881628,59.60040373534084,1.6195199756851335,1620.741459443986,1.1197847782071202,22.679160388206245,1620.738263937605,1.1297693702704463,4.023677556648187,21.171477079796265,26.1942767162123
arghakhanchi,2049,22.67326274273155,26.87966272144889,3.898992131897573,59.499613918929924,1.77066637471539,1620.8206439056266,1.2576091463531105,22.870162725447944,1620.741459443986,1.1197847782071202,3.942852013881628,21.171477079796265,27.3209981891339
arghakhanchi,2050,22.53232190441115,26.746839379713627,3.962614272591325,59.520624180116656,1.7167007402079655,1620.8484440683346,1.2491160948873805,22.67326274273155,1620.8206439056266,1.2576091463531105,3.898992131897573,21.171477079796265,26.242415237679726
baglung,2020,13.271720883838254,18.203223587616698,3.1173112584180878,69.60430349014877,1.8942111705113516,1875.6829341311443,1.5287014442069133,13.266876712328768,1875.5,1.6929458853613824,3.0694130281697403,0.0,0.17969121341100508
baglung,2021,13.227929810627492,18.28768434453394,3.142320603125219,69.53281750728829,1.9718106345589619,1875.5714785633468,1.5372454937746327,13.271720883838254,1875.6829341311443,1.5287014442069133,3.1173112584180878,21.171477079796265,1.7975933116656466
baglung,2022,13.172575049599072,18.311703575974303,3.0424234999600217,69.67386059987093,1.9164325288042652,1875.6083656786248,1.5694356130218077,13.227929810627492,1875.5714785633468,1.5372454937746327,3.142320603125219,21.171477079796265,1.7694650707834827
baglung,2023,13.390589331263874,18.306723600699208,3.2125963940530133,69.76071971035292,1.942571878492036,1875.616262854346,1.6059572072633594,13.172575049599072,1875.6083656786248,1.5694356130218077,3.0424234999600217,21.171477079796265,1.7975933116656466
baglung,2024,13.44668697713177,18.059992201203247,3.0042856062455345,69.5856924004975,2.088146890142148,1875.7214374477744,1.655409418897612,13.390589331263874,1875.616262854346,1.6059572072633594,3.2125963940530133,21.171477079796265,1.7694650707834827
baglung,2025,13.536600849715365,18.064403189774378,2.9849092561038693,69.61888200885949,2.2065653129835643,1875.7456238884913,1.5971335996943827,13.44668697713177,1875.7214374477744,1.655409418897612,3.0042856062455345,21.171477079796265,2.0638832365668573
baglung,2026,13.517325919244373,18.162118674383194,2.825798746708651,69.70607066355237,2.2664933224840986,1875.6477791936004,1.7116207151219036,13.536600849715365,1875.7456238884913,1.5971335996943827,2.9849092561038693,21.171477079796265,2.0638832365668573
baglung,2027,13.449588490891076,18.172341477807837,2.827643845637202,69.58281116892876,2.084364593569688,1875.545520130601,1.644164993317651,13.517325919244373,1875.6477791936004,1.7116207151219036,2.825798746708651,21.171477079796265,1.7694650707834827
baglung,2028,13.52105514545453,18.32117361039769,2.8734156338837713,69.59142879702023,2.0876571624612192,1875.722922770102,1.801580192759678,13.449588490891076,1875.545520130601,1.644164993317651,2.827643845637202,21.171477079796265,1.7694650707834827
baglung,2029,13.539077538888659,18.27319559061106,2.9332820394830694,69.44951390344183,2.204331329513073,1875.7169421227004,1.7501867334455594,13.52105514545453,1875.722922770102,1.801580192759678,2.8734156338837713,21.171477079796265,2.0638832365668573
